student_id,name,class,comprehension,attention,focus,retention,engagement_time,assessment_score
383,Allison Reeves,2,78.08,70.62,45.29,23.71,84.75,55.3
384,Kendra Garcia,9,45.98,62.27,94.57,44.73,75.66,59.66
385,Melissa Taylor,10,5.82,99.01,67.68,7.24,149.41,48.56
386,Morgan Hall,6,99.49,31.19,30.16,95.41,154.67,64.8
387,Robert Lynch,10,5.78,34.0,18.83,22.33,72.37,16.3
388,Ryan Evans,3,69.5,7.89,30.37,92.23,88.84,54.27
389,Juan Chapman,8,98.37,44.28,9.3,42.59,59.21,53.27
390,Michael Winters,8,23.92,26.1,14.39,98.55,218.35,41.33
391,Kelly Barnes,2,14.22,34.34,10.47,55.41,233.33,39.04
392,Valerie Smith,6,12.14,83.46,42.29,93.08,144.08,51.15
393,James Scott,7,30.33,93.55,79.56,0.53,217.09,51.23
394,Stephen Montoya,2,10.1,18.57,14.14,74.82,223.42,32.09
395,Todd Moore,11,69.22,37.25,13.03,90.31,50.1,45.88
396,Robert Adams,10,6.23,92.86,64.34,13.97,290.19,46.17
397,Thomas Martin,2,50.94,6.18,19.72,9.61,248.1,37.64
398,Alyssa Greene,10,99.67,9.24,9.76,42.46,69.3,46.73
399,Justin Farmer,1,81.4,16.28,16.68,93.37,63.99,51.97
400,Jamie Chang,8,61.52,59.52,92.37,54.24,46.44,60.42
401,Matthew Mcdonald,1,30.63,15.05,82.15,52.75,50.13,42.5
402,Edward Hansen,9,62.39,96.81,35.41,14.11,226.97,59.3
403,Lisa Miller,11,52.7,44.67,65.58,0.08,146.2,45.8
404,Joseph Adams,6,42.61,50.15,53.73,81.01,237.05,56.0
405,Steven Long,7,13.07,24.67,67.71,8.76,226.41,33.32
406,Ralph Mckay,10,88.66,47.1,68.27,63.38,185.34,70.93
407,Cassandra Lyons,7,44.98,66.19,62.87,91.46,209.05,59.53
408,Mr. Jimmy Kelly,10,19.46,75.12,26.61,20.87,15.32,31.71
409,Karen Conley,3,36.78,75.39,3.9,66.53,100.42,32.74
410,Kyle Elliott,2,41.41,57.79,45.56,7.87,194.97,43.58
411,Charlotte Collins,9,82.75,90.44,89.1,60.38,12.71,76.53
412,Jeremy Saunders,8,73.36,81.74,56.95,16.39,19.56,57.42
413,Anna Arias,12,76.93,75.7,83.24,73.6,257.05,76.18
414,Michelle Carter,10,1.1,5.56,99.16,30.12,208.37,35.79
415,William Jenkins PhD,7,41.62,0.69,16.36,46.34,86.96,35.18
416,Madison Garcia,9,48.13,21.24,69.18,59.94,209.51,58.57
417,Michael Norton,4,1.92,66.35,67.43,17.13,239.81,38.61
418,Sonya Ayala,4,25.98,41.12,98.0,74.16,98.97,54.45
419,Jason Lara,1,76.03,40.24,98.56,30.26,20.45,62.86
420,Christopher Allen,8,13.71,88.46,68.67,66.24,280.51,50.63
421,Jane Ramirez,12,53.53,89.56,24.36,15.83,110.1,44.06
422,Chad Jones,3,21.52,90.92,79.86,68.81,40.88,62.41
423,Ruth Garcia,7,1.21,31.39,10.7,12.82,152.64,21.31
424,Penny Wilson,12,24.12,69.11,78.07,42.54,232.86,54.79
425,Susan Clark,2,97.59,27.16,91.02,24.72,74.28,52.8
426,Judith Dixon,2,80.15,19.06,38.28,74.84,88.15,53.17
427,Ryan Ortiz,7,95.96,18.46,63.06,26.2,80.39,50.06
428,Damon Holloway,6,48.79,34.21,43.01,88.17,297.59,59.29
429,Ashley Nelson,3,10.97,43.0,43.78,89.18,67.25,36.68
430,Jerry Smith,9,54.8,83.09,31.04,19.64,176.9,43.96
431,Vanessa Tyler,10,45.44,11.99,76.21,61.38,278.33,42.5
432,Luke Haas,6,84.44,73.49,93.62,8.77,52.6,68.37
433,Andrea Woods,10,9.81,53.15,94.08,39.15,291.55,47.94
434,David Montes,10,48.82,28.79,17.48,71.33,284.77,48.45
435,Amy Bond,6,15.0,49.28,87.47,65.94,266.53,53.91
436,Marcus Robinson,1,32.47,29.99,73.74,62.47,72.22,40.05
437,Krista Reed,4,73.74,59.61,25.28,28.25,193.88,44.92
438,Amy York,10,47.6,43.38,6.73,37.8,230.66,34.53
439,Dr. Shannon Anderson,6,37.59,16.44,26.8,10.29,295.95,28.23
440,Kenneth Morrison,6,39.45,11.66,91.22,71.9,62.32,50.7
441,Stephen Rosario,11,45.94,54.67,63.32,50.39,232.15,51.22
442,Andrew Davis,12,78.5,90.24,72.11,70.88,108.25,82.54
443,Christopher Pratt,5,89.21,34.4,25.72,24.89,60.93,50.93
444,Brett Morris,1,95.53,73.3,71.94,32.44,132.2,72.65
445,Brandy Alvarez,8,78.69,65.87,2.81,33.42,240.21,51.44
446,Randy Weaver,5,31.54,93.16,37.53,2.57,144.81,48.51
447,Heather Chavez,12,68.81,82.1,62.68,34.1,165.88,60.86
448,Kevin Kelly,12,43.76,56.66,14.61,80.33,298.6,53.25
449,Joseph Clark,12,25.47,65.7,82.3,89.73,125.74,60.23
450,Christopher White,5,84.09,89.84,23.5,51.82,188.47,68.05
451,Adrian Mitchell,7,3.84,39.95,65.23,45.55,115.92,38.35
452,Timothy Park,4,90.18,32.68,40.52,3.08,123.91,44.06
453,William Thompson,6,46.15,1.08,59.6,87.92,211.74,47.96
454,Janice Garrett,4,63.72,82.66,10.75,1.3,281.99,50.66
455,Russell Lambert,3,65.94,80.1,1.69,94.48,167.28,64.19
456,Melvin Burgess,7,89.51,10.45,90.96,48.92,232.84,62.71
457,David Hernandez,8,63.67,57.69,26.96,34.19,35.87,36.13
458,Brett Hudson,4,61.39,46.4,81.97,92.42,71.24,63.91
459,Shirley Nichols DDS,2,6.67,11.87,99.94,2.44,155.62,33.15
460,Ralph Price,12,51.84,98.06,21.14,58.14,15.8,60.57
461,Michelle Houston,10,15.02,21.47,26.52,54.89,83.33,21.87
462,Nathaniel Ortiz,3,73.74,6.72,66.29,21.93,160.05,44.31
463,Sydney Jenkins,1,51.22,59.48,96.54,42.89,14.34,53.68
464,Mary Butler,8,68.02,73.89,91.58,65.23,86.72,76.22
465,Crystal Villarreal,3,4.17,3.24,50.29,72.71,159.07,31.63
466,Troy Watson,12,8.48,65.87,79.51,0.07,176.21,32.97
467,Donald Singh,10,71.63,53.23,13.57,93.69,278.47,65.66
468,Jenny Gilbert,7,7.21,10.33,97.74,16.45,197.15,31.62
469,Kim Payne,10,7.13,17.25,96.44,23.36,130.27,27.77
470,Leah Frazier,5,1.21,56.8,16.37,26.35,279.8,25.13
471,Joseph Jordan,10,95.65,29.64,29.94,3.78,237.62,57.96
472,Derek Reyes,5,73.75,93.83,10.02,12.31,68.0,49.54
473,Patricia Vasquez,7,35.33,81.87,27.17,98.63,47.94,54.27
474,Ryan Gallegos,9,29.65,98.36,81.6,31.52,205.99,56.81
475,Mark Arroyo,12,34.97,25.97,37.83,11.53,172.37,32.76
476,Brenda Ross,5,77.47,96.97,8.84,10.7,239.01,55.91
477,Elizabeth Stevens MD,1,66.14,43.12,34.22,71.95,224.25,58.64
478,Phillip Jordan,10,18.52,34.75,98.14,85.46,191.31,56.18
479,Elizabeth Vasquez,10,17.41,5.03,62.97,25.7,296.05,38.18
480,John Christensen,1,9.84,5.28,41.62,2.09,164.74,18.36
481,Daniel Blackburn,2,66.03,69.2,16.65,22.31,42.8,37.98
482,Ronald Buckley,6,76.44,45.79,98.62,5.65,250.2,58.22
483,Zoe Guzman,9,26.5,22.65,82.08,10.34,83.04,23.84
484,Maria Price,8,2.09,61.4,28.15,43.15,235.42,45.15
485,Tanner Peters,5,8.22,25.29,7.01,22.99,287.56,27.42
486,Andrew Johnson,1,96.79,57.76,5.66,51.59,212.07,54.96
487,Lisa Hernandez,7,29.54,35.92,12.04,25.35,182.85,28.21
488,Gregory Erickson,5,76.92,82.36,58.08,94.05,143.51,71.57
489,David Robinson,6,62.47,82.07,92.88,90.59,115.68,83.42
490,Barbara Thomas,7,38.19,47.74,49.67,56.68,112.37,38.92
491,Christina Norman,3,20.57,35.08,84.29,35.44,194.55,44.19
492,Cory Johnson,12,12.14,36.26,44.59,38.11,227.87,34.49
493,Tyler Richards,10,61.5,80.57,70.86,41.19,206.77,68.0
494,Brandon Bass,3,77.46,32.82,73.19,72.76,67.54,60.72
495,Julie Arnold,5,64.39,20.91,17.4,45.16,153.26,32.33
496,Rebecca Wright,6,53.03,8.47,36.12,85.67,239.58,48.69
497,Daryl Shelton,9,4.2,46.67,63.73,94.41,147.95,42.29
498,Edwin Jordan,12,96.85,48.21,7.07,33.59,165.62,52.75
499,Brian Chang,5,79.87,84.09,36.15,56.07,233.63,74.18
500,Dennis Lee,1,29.28,22.12,53.48,9.51,201.77,23.83
501,Regina Crane,4,98.0,38.1,99.62,20.05,128.71,61.24
502,Margaret Jackson,5,60.19,80.84,47.45,41.35,269.67,58.21
503,Samantha Conley,12,58.24,82.36,81.61,20.62,57.14,54.39
504,Barbara Wallace,10,74.81,38.46,43.21,87.66,298.7,69.96
505,Terry Hartman,10,81.18,45.91,79.64,15.83,44.47,53.24
506,Stacey Dunn,5,65.65,30.33,59.54,45.57,14.34,49.34
507,Seth Harris,7,12.81,93.26,88.66,60.57,268.11,58.15
508,Holly Rose,4,33.83,11.86,41.09,69.19,81.04,38.43
509,Amanda Burke,1,92.81,93.37,60.43,38.31,221.61,77.54
510,Bryan Robinson,5,22.46,68.39,63.0,86.91,245.19,54.91
511,Ronald Rodriguez,7,37.22,53.16,41.74,56.83,259.11,54.05
512,Jennifer Oliver,10,43.21,3.27,14.43,43.95,297.56,35.47
513,Barbara Mccoy,10,43.94,47.56,9.36,6.72,95.27,34.31
514,Mary Castillo,6,61.29,40.77,1.67,46.47,215.97,42.36
515,Scott Lin,5,94.31,16.12,87.35,82.07,43.47,68.76
516,Elizabeth Rivera,4,24.07,65.64,23.65,61.45,127.97,41.43
517,Erica Allen,2,12.15,97.12,21.15,83.22,255.91,51.99
518,Wesley Odonnell,4,19.75,56.22,73.6,49.4,116.62,46.95
519,Henry Osborne,10,88.69,71.48,32.0,11.85,181.42,58.4
520,Tracey Wood,10,64.58,6.85,50.6,1.36,156.09,30.09
521,Steven Davidson,3,28.59,41.77,16.25,30.32,197.33,39.99
522,Sarah Miller,10,81.59,11.64,95.97,69.8,292.14,60.4
523,Jessica Morgan,1,86.14,61.28,85.16,79.03,26.16,68.38
524,Sandra Wright,8,84.65,93.85,86.38,29.58,176.45,72.77
525,Brandi Ellison,5,91.89,66.18,40.68,49.57,260.28,69.59
526,Ronald Klein,4,25.22,7.68,76.24,42.11,149.6,45.64
527,Danielle Martin,8,75.5,35.47,14.39,41.05,32.77,32.63
528,Matthew Goodwin,7,46.05,55.07,0.86,23.13,172.56,32.84
529,Monica Bell,2,84.2,40.32,2.0,13.64,106.3,29.36
530,Adrian Anderson,1,72.85,83.36,58.66,19.67,54.93,56.18
531,Brenda Jones,12,77.64,81.47,45.54,5.53,256.22,59.7
532,Carla Jenkins,11,65.62,61.18,51.8,19.81,161.26,59.57
533,Anna Wilson,4,17.74,37.35,0.75,0.92,280.65,23.08
534,Kevin Brady,8,54.5,25.53,42.27,62.73,243.74,55.8
535,Charles Silva,12,98.47,10.59,71.81,31.64,210.96,62.3
536,Mrs. Pam Garcia,2,93.74,35.49,44.27,97.31,11.46,61.74
537,Jason Hunt,3,4.32,41.32,73.22,19.37,134.07,25.5
538,Matthew Hicks,12,16.48,67.58,23.3,34.58,67.27,33.66
539,Jason Barrett,1,13.17,65.82,81.31,35.78,274.13,42.21
540,Jackie Carney,1,72.6,7.01,58.84,0.85,60.63,43.62
541,Dominique Sutton,3,81.78,39.53,21.08,83.92,92.96,55.73
542,Tyler French,11,21.35,18.18,23.67,3.2,159.88,26.72
543,Victor Grant,5,50.59,15.68,62.8,94.02,86.38,50.15
544,Latoya Palmer,12,84.07,82.73,82.99,89.21,70.86,79.91
545,Austin Johnson,3,73.28,4.19,41.56,53.55,183.74,49.02
546,Dylan Brown,1,54.22,41.92,25.83,54.36,35.79,41.66
547,Michael Carr,1,59.03,16.82,86.7,65.38,26.87,50.22
548,Tyler Kerr,8,50.84,87.93,66.93,38.71,117.95,59.86
549,Megan Evans,10,29.75,55.7,44.81,64.72,218.99,44.64
550,Crystal Hill,11,56.5,23.14,48.79,4.48,170.89,31.88
551,Shannon Kramer,12,68.89,50.24,20.43,5.4,132.63,46.52
552,Jason Mercer,12,87.33,73.15,62.68,45.72,174.07,71.95
553,Christina Frazier MD,2,63.63,95.81,35.87,54.96,115.98,60.61
554,Ashley Hawkins,3,76.11,22.04,99.56,88.78,281.48,82.62
555,Kenneth Blake,2,16.01,88.62,48.02,10.47,25.92,33.75
556,Jennifer Garcia,3,46.16,93.43,48.59,82.26,205.28,72.16
557,Kenneth White,7,0.93,91.64,56.59,21.0,268.47,43.95
558,Scott Vazquez,1,24.67,63.54,91.68,39.41,243.13,49.31
559,Samantha Odom,10,72.65,62.98,80.08,31.66,63.37,68.09
560,Jeffery Johnson,8,99.18,40.32,45.11,40.02,95.82,62.99
561,Jennifer Kim,10,9.92,75.24,71.87,15.05,217.94,42.07
562,Susan Wall,10,40.15,53.13,58.62,50.36,34.44,49.25
563,Christopher Johnson,10,80.01,67.74,49.24,80.16,245.44,69.59
564,Amber Saunders,2,20.4,42.85,19.23,44.15,218.48,38.8
565,Jacqueline Reeves,3,55.51,73.15,46.39,49.06,221.59,45.8
566,James Jones,9,73.31,82.45,24.58,84.88,39.07,56.58
567,Brian Kim,7,61.6,14.64,91.48,70.61,218.15,65.99
568,James Petersen,4,18.8,83.29,33.54,49.05,207.15,44.47
569,Walter Kelly,10,35.54,54.03,95.23,25.77,250.97,55.07
570,Julia Galloway,5,78.38,84.47,53.31,88.49,22.06,62.77
571,Benjamin Young,2,55.42,43.13,63.15,57.7,16.7,59.22
572,Brittany Garrett,11,0.52,37.9,54.29,22.11,118.17,32.91
573,Christy Hernandez,8,76.1,91.51,12.94,26.91,53.15,49.87
574,Lisa Murphy MD,4,3.53,25.12,37.58,80.31,171.93,33.37
575,Emily Bonilla,9,74.57,84.42,9.91,4.41,276.03,56.47
576,Deborah Rodriguez,5,20.25,48.4,62.3,99.21,123.53,62.09
577,Miguel Stout,9,95.81,51.41,44.69,13.04,255.04,63.84
578,Jimmy Brown,4,36.79,30.85,77.8,79.61,10.07,59.88
579,Mrs. Lindsey Ortega,10,32.69,57.3,22.05,39.48,58.87,30.92
580,Steven Williams,5,14.89,32.52,16.46,49.22,18.82,20.64
581,Adrian Coleman,9,30.56,3.93,40.63,88.07,105.16,33.25
582,Deborah Ibarra,8,87.67,27.2,92.66,41.29,273.37,69.85
583,Jacqueline Brown,3,99.63,0.64,71.04,53.75,38.12,57.12
584,Mr. James Miller,1,36.83,97.84,41.89,4.93,185.86,45.42
585,Chelsea Jones,3,44.86,96.57,51.73,0.23,140.93,51.91
586,Cynthia Garcia,4,72.21,39.52,8.42,24.48,282.16,51.71
587,Matthew Hicks,2,88.62,72.84,98.46,68.06,45.53,68.35
588,Larry Freeman,1,59.3,34.58,66.64,12.13,71.49,39.86
589,Travis Lee,7,39.15,67.11,28.54,11.38,18.57,37.87
590,Brandon Richards,8,41.26,80.54,58.58,41.1,135.84,50.61
591,Christina Graves,7,69.56,94.68,10.95,64.78,90.57,53.98
592,Brittney Patterson,5,0.32,40.02,96.58,71.21,262.27,55.49
593,Anna Harris,12,61.96,78.33,17.48,17.85,185.43,41.05
594,Linda Lee,1,35.55,26.59,64.8,7.96,188.09,35.3
595,Olivia Ibarra,7,79.42,99.03,24.55,94.04,164.25,74.47
596,Nichole Mckay,7,9.3,2.58,71.76,26.07,36.64,21.22
597,Brooke Nixon,9,58.82,60.35,77.68,85.33,139.06,70.87
598,Scott Marsh,3,48.1,65.95,67.34,86.35,299.86,65.51
599,Bethany Smith,9,64.23,68.8,61.45,77.25,252.22,76.22
600,Lauren Hernandez,1,6.49,12.04,89.25,16.88,269.1,33.92
601,Megan Taylor,1,58.0,93.85,7.86,82.18,248.74,65.83
602,Hector Brown,4,56.15,18.12,33.09,76.93,39.88,47.53
603,Melissa Hughes,9,56.07,62.28,24.83,59.67,75.96,45.57
604,Leslie Collins,6,60.35,22.27,98.8,33.72,10.91,39.16
605,Gabriela Blake,11,67.65,30.72,38.94,26.25,98.02,44.55
606,Grant Good,3,80.5,54.65,73.26,12.19,41.5,53.91
607,Donald Oliver,1,26.98,41.72,68.47,50.98,147.11,48.01
608,Matthew Maldonado,4,82.5,16.02,21.21,58.53,206.37,49.65
609,David Robles,12,49.83,17.09,23.9,35.93,263.61,36.97
610,Brooke Hodge,9,7.71,41.81,28.13,47.54,227.27,43.43
611,Allen Barton,3,5.86,75.73,41.11,36.35,282.19,34.44
612,Jennifer Adams,12,33.42,89.8,23.43,64.1,25.63,50.02
613,Thomas Sanders,9,78.49,8.41,1.97,90.13,13.53,41.23
614,Jacob Travis,7,70.77,39.31,87.94,16.39,201.79,55.01
615,Misty Warren,12,78.86,10.02,96.56,38.14,93.91,54.15
616,Kyle Duncan,4,51.73,1.66,34.16,14.09,83.52,24.27
617,Brian Watson,3,44.02,66.17,33.85,62.49,105.96,52.1
618,Michael Daniel,10,14.75,60.24,0.71,72.89,88.24,41.09
619,Lori Estrada,5,32.82,16.3,68.03,93.19,158.32,52.98
620,Cindy Parks,5,43.4,23.38,82.54,27.89,137.64,44.89
621,Mary Schultz,3,8.86,2.37,14.66,95.02,158.6,25.42
622,Brenda Brady,12,22.06,83.49,15.97,6.33,205.09,37.2
623,Daniel Whitehead,9,59.82,97.47,79.01,60.3,122.27,80.16
624,Mindy Farmer,4,73.57,13.55,61.63,5.71,82.88,39.11
625,Julie Williams,11,99.83,23.15,4.49,89.38,58.2,53.41
626,Linda Reilly,5,93.31,86.84,62.25,52.98,111.35,69.31
627,Roger Vasquez,4,64.26,92.65,30.89,66.93,225.12,62.43
628,Daniel Beard,5,42.12,41.96,36.87,83.16,229.44,38.96
629,Keith Castro,7,63.62,5.06,76.97,15.03,203.4,47.3
630,Henry Roach,9,78.57,3.94,81.09,3.86,77.87,39.72
631,Mrs. Alicia Hunt MD,7,11.83,57.39,40.04,87.89,180.55,38.58
632,Amy Wade,5,40.99,39.29,94.72,31.49,175.5,55.01
633,Samantha Scott,10,83.98,2.87,40.65,12.9,150.44,36.08
634,Zachary Davis,10,38.38,58.33,77.18,46.85,169.49,51.94
635,Trevor Hunter,7,57.19,1.13,48.39,59.83,152.62,51.45
636,Paul Vasquez,10,58.78,78.74,89.75,3.1,173.98,50.7
637,Mindy Shannon,5,18.45,30.64,90.78,27.49,217.5,34.9
638,Jennifer Watson,3,36.22,4.03,8.74,3.28,41.79,16.82
639,Connie Bryant,7,33.45,58.84,93.65,42.03,227.39,62.27
640,Jasmine Hull,11,2.62,39.77,82.55,89.51,49.41,36.93
641,Don Davis,11,2.42,97.38,79.13,98.27,29.32,58.7
642,Melody Oliver,2,83.17,54.42,20.09,63.7,293.06,65.27
643,Mr. Eric Dean MD,12,27.31,27.52,80.51,16.16,287.53,32.32
644,Jasmine Leblanc,9,51.81,70.94,85.01,90.58,27.53,69.76
645,Deborah Williams,10,29.87,27.15,28.92,51.62,138.54,39.5
646,Matthew Stewart,10,94.07,90.42,95.23,15.37,64.01,69.0
647,Willie Edwards,12,25.93,37.47,4.99,92.17,150.75,45.99
648,Meagan Hess,1,42.97,54.99,14.99,75.75,250.75,56.08
649,Rebecca Li,6,87.27,5.06,53.76,73.17,285.68,62.62
650,Mitchell Ramirez,7,84.19,42.61,57.58,70.92,193.93,63.69
651,Barbara Ramsey,8,18.61,83.24,64.52,20.03,112.63,38.03
652,Aaron Davis,10,80.26,80.56,1.7,21.1,184.96,50.73
653,Rose Hernandez,9,45.82,22.43,96.04,68.83,100.48,57.4
654,Harry Sharp,2,48.3,22.61,4.46,21.97,273.85,31.8
655,Michael Collins,11,13.35,81.73,14.31,43.87,262.42,29.74
656,Brittany Phillips,10,8.06,93.04,1.4,78.2,171.89,49.02
657,Doris Solomon,2,72.79,9.54,56.69,78.4,104.19,55.19
658,Steven Vargas,5,49.65,45.01,93.23,45.33,95.08,52.88
659,Rodney Edwards,5,43.69,33.75,66.59,79.22,19.69,53.96
660,Emily Fernandez,6,72.95,87.07,82.27,83.86,246.59,88.37
661,Crystal Nelson,3,76.55,8.35,1.33,65.48,140.61,28.67
662,Brianna Anderson,8,15.89,21.11,54.2,22.84,104.29,30.05
663,Larry Rodriguez,1,61.02,75.25,45.96,27.4,146.62,45.78
664,Jenna Tyler,6,13.54,5.13,49.9,31.48,247.43,32.11
665,Tammy Levine,4,75.14,49.25,7.22,11.68,46.14,38.35
666,James Austin,1,65.7,44.21,68.44,27.32,258.72,59.51
667,Mr. Wayne Martin,7,95.66,33.44,50.32,20.95,270.28,56.15
668,Stephanie Harrison,9,6.9,39.46,76.51,45.53,284.55,34.49
669,Douglas Schmidt,4,5.71,52.99,48.53,90.84,125.27,42.11
670,Peter Collins,4,28.22,16.14,14.94,10.45,72.97,21.24
671,Kevin Leon,6,26.17,57.2,64.83,72.03,118.36,55.68
672,Nicole Martinez,12,24.7,80.54,17.24,68.73,106.54,38.4
673,Christopher Leonard,3,90.63,76.02,87.24,9.58,61.08,68.93
674,Michele Hernandez,12,24.95,15.39,61.31,92.26,186.11,44.24
675,Christopher Bailey,6,27.19,14.92,15.72,56.85,148.22,32.41
676,Stephanie Merritt,7,75.94,26.82,96.23,36.37,261.05,60.82
677,Carlos Johnson,11,44.97,36.11,51.84,75.65,19.31,47.77
678,Matthew Alvarado,10,77.67,40.85,7.29,25.74,196.72,49.09
679,Marcus Jensen,10,6.54,67.97,62.68,69.35,231.26,43.54
680,Connie Brown,3,48.76,5.67,25.32,3.97,230.25,25.89
681,Teresa Mcclain,7,3.36,3.47,80.37,83.94,266.96,44.39
682,Robert Evans,3,6.27,39.19,81.78,44.82,221.42,54.43
683,Emily Diaz,2,90.64,69.72,97.89,63.67,279.06,78.44
684,Thomas Mason,12,13.92,19.34,50.19,22.12,106.47,36.26
685,Nicholas Becker,10,53.24,64.15,45.5,67.71,155.93,66.66
686,Kevin Young,4,41.11,25.98,75.35,77.22,14.08,48.03
687,Sean Wilson,12,34.73,88.61,13.25,47.32,12.02,39.17
688,James Sloan,8,89.98,89.57,54.69,61.77,79.64,67.4
689,Keith Sanchez,9,2.18,29.73,54.62,45.63,39.23,27.62
690,Richard Brown,7,66.38,23.0,8.95,89.41,85.46,40.0
691,David Hart,1,96.34,41.13,41.8,49.79,61.34,57.11
692,Kelly Richard,3,56.02,24.05,85.33,84.18,18.27,63.61
693,Sara Evans,12,93.68,67.24,85.62,80.14,273.7,80.77
694,Stanley Walker,9,5.23,82.61,9.92,41.05,12.38,27.49
695,Michael Anderson,12,41.88,67.31,9.07,23.01,223.46,31.38
696,Corey Gonzalez,1,26.02,82.44,26.27,40.61,54.12,41.34
697,Dr. Jessica Perez,9,73.08,39.7,87.48,82.62,274.55,74.36
698,Shannon York,8,98.13,15.63,12.89,22.76,268.91,48.98
699,Glenda Everett,1,25.65,73.8,72.0,52.44,199.63,52.91
700,April Lopez,6,65.42,36.05,10.12,80.61,204.95,50.35
701,Mark Davis,5,19.81,67.13,62.31,35.35,11.55,41.8
702,Gina Bernard,6,56.53,27.06,35.61,64.22,295.61,52.05
703,Debra Schroeder,10,46.39,8.12,78.89,24.56,264.57,46.63
704,Kelly Anderson,12,97.2,99.26,23.37,10.93,269.58,65.93
705,Robert Bell,5,60.85,15.62,63.92,79.44,201.18,62.37
706,Taylor Thompson,6,34.95,98.84,23.57,9.9,109.99,44.0
707,Roger Anderson,5,11.41,97.73,71.37,27.14,269.16,52.61
708,Anthony Bush DVM,11,15.12,79.38,87.37,85.51,94.54,65.73
709,Chase Werner,12,22.53,65.94,12.68,34.65,173.19,37.29
710,George Ross,5,25.1,57.78,86.66,97.3,38.92,63.7
711,Martin Marshall,4,85.06,86.61,59.36,97.97,277.37,86.59
712,Shelby Stephens,3,56.12,28.94,12.71,26.83,50.82,23.02
713,Tammy Smith,3,52.34,46.77,42.75,4.1,75.22,43.46
714,Kari Turner,4,11.48,61.94,16.09,70.51,171.86,39.55
715,Alexander Rogers,9,86.01,41.12,70.03,45.1,231.59,64.51
716,Ashley Frost,2,72.28,42.75,75.89,10.08,189.61,55.15
717,Gina Rodriguez,9,6.77,33.03,10.58,70.75,77.32,25.75
718,Mr. Robert Gilbert,1,70.78,56.42,50.61,3.12,10.27,44.74
719,Joseph Hunt,1,54.35,85.06,81.46,87.02,229.57,71.71
720,Todd Bradley,5,8.17,20.15,93.62,13.87,295.71,44.21
721,Michelle Hartman,6,45.83,93.44,51.35,12.73,244.87,52.85
722,Todd King,6,48.47,68.91,95.03,17.57,143.46,53.71
723,Jonathan Cox,3,16.58,82.33,53.57,96.03,272.09,55.8
724,John Grimes,7,94.57,55.62,39.42,69.32,128.86,66.88
725,Frank Delgado,9,85.0,77.95,84.82,80.14,162.23,80.42
726,Lori Patrick,11,66.9,1.62,49.3,39.76,148.37,45.09
727,Patricia Sullivan,12,46.23,81.84,47.19,33.63,139.81,45.92
728,Benjamin Bass,10,41.18,4.01,49.03,23.45,234.81,27.47
729,Ian Wagner,8,65.1,88.99,84.68,48.06,162.76,72.43
730,Amanda Brown,6,54.54,99.2,83.19,55.18,101.85,74.7
731,Cassandra Clay,12,6.23,29.41,40.35,63.18,84.87,26.15
732,Candace Mclaughlin,8,51.25,21.03,33.33,25.71,20.95,40.04
733,Andrea Frederick,12,80.64,76.54,49.19,94.87,179.13,75.7
734,Joel Campos,5,45.92,25.3,57.28,16.98,76.69,36.21
735,Donald Kerr,8,5.2,86.56,23.83,96.57,52.96,42.73
736,Sara Reynolds,10,78.63,10.28,79.4,1.49,199.61,41.55
737,Desiree Anderson,12,20.14,12.6,48.65,48.11,207.55,39.77
738,Shelly Mcdonald,4,25.86,97.92,33.4,33.34,228.12,44.42
739,Nancy Baker,10,16.47,67.38,10.68,44.91,156.04,30.84
740,Brian Mueller,8,33.02,84.69,23.88,57.07,269.28,56.97
741,Dalton Silva,10,75.68,32.43,94.93,43.56,281.54,56.86
742,Arthur Gallagher,12,51.94,67.65,30.51,41.48,244.14,44.03
743,Erik Allen,2,20.49,59.42,16.89,73.27,194.32,42.45
744,Wyatt Short,12,87.78,60.32,46.07,68.59,98.08,66.06
745,Michael Walker,12,87.96,68.25,30.71,83.33,295.05,75.1
746,Jeremy Morgan,5,87.06,57.54,3.52,25.0,89.5,44.8
747,Gina Bartlett,9,23.88,42.91,32.31,60.95,68.77,49.34
748,Scott Smith,4,45.12,27.59,54.41,58.52,138.22,45.11
749,Dr. Tiffany Anderson,11,98.5,76.86,55.17,36.97,26.48,63.08
750,Kristy Shannon,6,77.2,22.63,35.66,48.61,293.76,50.35
751,Raven Blackburn PhD,1,2.72,69.24,44.73,31.38,180.65,36.52
752,Ronald Lambert,9,6.52,23.33,96.55,14.18,171.52,37.56
753,Wanda Brown,1,46.39,62.53,37.73,21.38,200.18,50.94
754,Carla Fuller,5,90.92,74.71,25.82,10.55,154.14,47.18
755,Leah Walker,4,53.87,21.87,24.35,68.31,19.3,38.48
756,Heidi Martinez,12,49.78,5.99,45.78,66.07,187.57,46.99
757,Rachel Edwards MD,3,10.55,13.1,75.95,95.06,217.69,50.18
758,Christopher Park,6,65.68,60.6,20.6,72.97,130.86,54.93
759,Amanda Alexander,2,82.21,84.94,70.93,5.2,229.62,67.24
760,Michael Gordon,3,38.04,4.5,2.11,88.42,75.83,28.9
761,Mark Allen,5,77.56,73.42,41.89,86.27,74.17,73.85
762,Kelly Eaton,9,96.45,34.13,77.59,44.33,56.81,67.0
763,Hannah Barry,2,20.38,47.85,33.87,58.59,117.88,31.38
764,Jonathan Preston,10,52.33,92.89,56.37,97.61,255.63,68.22
